"Prediction_Source","Source_File","Source_Row","Pharma_Model","PDB_ID","Num_Feature","Fit","Norm_Fit","zscore","Target_Name_Raw","UniProt_Field_Raw","Class_Raw","Function_Raw","Disease_Raw","Indication_Raw","Mapping_Method","Mapping_Status","Gene_Symbol","UniProt_accession","UniProt_entry_name","UniProt_reviewed","Species","TaxID","Protein_Name_UniProt","Is_Human","Meets_Strict","Meets_Relaxed","Meets_Exploratory","Compound","PubChem_CID","Processing_Date"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","211","1u8x_v","1U8X","5","2.791","0.5583","0.564638","Maltose-6-phosphate glucosidase","P54716","NONE","Carbohydrate transport and metabolism","NONE","NONE","UniProt_field","mapped","glvA","P54716","GLVA_BACSU","reviewed","Bacillus subtilis (strain 168)","224308","Maltose-6'-phosphate glucosidase (EC 3.2.1.122) (6-phospho-alpha-D-glucosidase) (6-phosphoryl-O-alpha-D-glucopyranosyl:phosphoglucohydrolase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","212","1dfq_v","1DFQ","5","2.791","0.5582","0.140409","Tetanus toxin","P04958","NONE","Tetanus toxin acts by inhibiting neurotransmitter release. It binds to peripheral neuronal synapses, is internalized and moves by retrograde transport up the axon into the spinal cord where it can move between postsynaptic and presynaptic neurons. It inhibits neurotransmitter release by acting as a zinc endopeptidase that catalyzes the hydrolysis of the '76-Gln-","-Phe-77' bond of synaptobrevin-2.","NONE","UniProt_field","mapped","tetX","P04958","TETX_CLOTE","reviewed","Clostridium tetani (strain Massachusetts / E88)","212717","Tetanus toxin (EC 3.4.24.68) (Tentoxylysin) [Cleaved into: Tetanus toxin light chain (Tetanus toxin chain L); Tetanus toxin heavy chain (Tetanus toxin chain H)]","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","213","1gp5_v","1GP5","5","2.791","0.5581","0.339519","Leucoanthocyanidin dioxygenase","Q96323","NONE","Involved in leucocyanidin oxygenase activity","NONE","NONE","UniProt_field","mapped","LDOX","Q96323","LDOX_ARATH","reviewed","Arabidopsis thaliana (Mouse-ear cress)","3702","Leucoanthocyanidin dioxygenase (LDOX) (Leucocyanidin oxygenase) (EC 1.14.20.4) (Anthocyanidin synthase) (ANS) (Leucoanthocyanidin hydroxylase) (Protein TANNIN DEFICIENT SEED 4) (TDS4) (Protein TRANSPARENT TESTA 11) (TT11) (Protein TRANSPARENT TESTA 17) (TT17) (Protein TRANSPARENT TESTA 18) (TT18)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","214","1onp_v","1ONP","5","2.787","0.5575","-0.111664","1-deoxy-D-xylulose 5-phosphate reductoisomerase","P45568","NONE","Lipid transport and metabolism","NONE","NONE","UniProt_field","mapped","dxr","P45568","DXR_ECOLI","reviewed","Escherichia coli (strain K12)","83333","1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","215","1srj_v","1SRJ","5","2.786","0.5572","0.438173","Streptavidin","P22629","NONE","The biological function of streptavidin is not known. Forms a strong non-covalent specific complex with biotin (one molecule of biotin per subunit of streptavidin)","NONE","NONE","UniProt_field","mapped","","P22629","SAV_STRAV","reviewed","Streptomyces avidinii","1895","Streptavidin","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","216","4sli_v","4SLI","5","2.785","0.557","0.224396","Anhydrosialidase","Q27701","NONE","Elimination of alpha-sialyl groups in N- acetylneuraminic acid glycosides, releasing 2,7-anhydro-alpha-N- acetylneuraminate","NONE","NONE","UniProt_field","mapped","","Q27701","NANL_MACDE","reviewed","Macrobdella decora (North American leech)","6405","Anhydrosialidase (EC 4.2.2.15) (Anhydroneuraminidase) (Sialidase L)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","217","1vqw_v","1VQW","5","2.779","0.5559","0.33671","SPBP16F5.08c protein","Q9HFE4","NONE","Involved in flavin-containing monooxygenase activity","NONE","NONE","UniProt_field","mapped","fmo1","Q9HFE4","FMO1_SCHPO","reviewed","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)","284812","Thiol-specific monooxygenase (EC 1.14.13.-) (Flavin-dependent monooxygenase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","218","1w2g_v","1W2G","5","2.779","0.5558","0.43886","Thymidylate kinase","O05891","NONE","Nucleotide transport and metabolism","NONE","NONE","UniProt_field","mapped","","O05891","KTHY_MYCTU","","","","demerged","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","219","1fui_v","1FUI","5","2.778","0.5556","0.40031","L-fucose isomerase","P69923","NONE","Carbohydrate transport and metabolism","NONE","NONE","UniProt_field","mapped","fucI","P69923","FUCI_SHIFL","reviewed","Shigella flexneri","623","L-fucose isomerase (EC 5.3.1.25) (6-deoxy-L-galactose isomerase) (FucIase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","220","2bvw_v","2BVW","5","2.775","0.5551","0.0654176","Exoglucanase-6A","Q9C1S9","NONE","Involved in hydrolase activity, hydrolyzing O-glycosyl compounds","NONE","NONE","UniProt_field","mapped","cel6A","Q9C1S9","GUX6_HUMIN","reviewed","Humicola insolens (Soft-rot fungus)","85995","Exoglucanase-6A (EC 3.2.1.91) (1,4-beta-cellobiohydrolase 6A) (Avicelase 2) (Beta-glucancellobiohydrolase 6A) (Exocellobiohydrolase 6A)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","221","1c9y_v","1C9Y","5","2.77","0.5539","0.148155","Ornithine carbamoyltransferase, mitochondrial","P00480","NONE","Amino acid transport and metabolism","NONE","Used for nutritional supplementation, also for treating dietary shortage or imbalance. It has been claimed that ornithine improves athletic performance, has anabolic effects, has wound-healing effects, and is immuno-enhancing.","UniProt_field","mapped","OTC","P00480","OTC_HUMAN","reviewed","Homo sapiens (Human)","9606","Ornithine transcarbamylase, mitochondrial (OTCase) (EC 2.1.3.3) (Ornithine carbamoyltransferase, mitochondrial)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","222","2r7b_v","2R7B","5","2.77","0.5539","0.690823","3-phosphoinositide-dependent protein kinase 1","PDPK1_HUMAN","SIGNALING PROTEIN, TRANSFERASE","Phosphorylates and activates not only PKB/AKT, but also PKA, PKC-zeta, RPS6KA1 and RPS6KB1. May play a general role in signaling processes and in development (By similarity). Isoform 3 is catalytically inactive.","NONE","NONE","UniProt_field","mapped","PDPK1","O15530","PDPK1_HUMAN","reviewed","Homo sapiens (Human)","9606","3-phosphoinositide-dependent protein kinase 1 (hPDK1) (EC 2.7.11.1)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","223","2gpb_v","2GPB","6","3.317","0.5529","1.3236","Glycogen phosphorylase, muscle form","P00489","NONE","Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties.","NONE","NONE","UniProt_field","mapped","PYGM","P00489","PYGM_RABIT","reviewed","Oryctolagus cuniculus (Rabbit)","9986","Glycogen phosphorylase, muscle form (EC 2.4.1.1) (Myophosphorylase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","224","1xs1_v","1XS1","5","2.763","0.5525","0.672946","Deoxycytidine triphosphate deaminase","P28248","NONE","Nucleotide transport and metabolism","NONE","NONE","UniProt_field","mapped","dcd","P28248","DCD_ECOLI","reviewed","Escherichia coli (strain K12)","83333","dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","225","3eng_v","3ENG","5","2.758","0.5516","0.582326","Endoglucanase-5","P43316","NONE","Involved in cellulase activity","NONE","NONE","UniProt_field","mapped","","P43316","GUN5_HUMIN","reviewed","Humicola insolens (Soft-rot fungus)","85995","Endoglucanase-5 (EC 3.2.1.4) (Cellulase V) (Endo-1,4-beta-glucanase V) (EG V) (Endoglucanase V)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","226","1fp1_v","1FP1","5","2.746","0.5491","0.287667","Isoliquiritigenin 2-O-methyltransferase","P93324","NONE","Secondary metabolites biosynthesis, transport and catabolism","NONE","NONE","UniProt_field","mapped","","P93324","CHOMT_MEDSA","reviewed","Medicago sativa (Alfalfa)","3879","Isoliquiritigenin 2'-O-methyltransferase (MsCHMT) (EC 2.1.1.154) (Chalcone O-methyltransferase) (ChOMT) (Licodione 2'-O-methyltransferase) (MsLMT) (EC 2.1.1.65)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","227","1k0e_v","1K0E","5","2.74","0.5479","0.633751","Para-aminobenzoate synthase component 1","PABB_ECOLI","LYASE","Catalyzes the biosynthesis of 4-amino-4-deoxychorismate (ADC) from chorismate and glutamine.","NONE","NONE","UniProt_field","mapped","pabB","P05041","PABB_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Aminodeoxychorismate synthase component 1 (ADC synthase) (ADCS) (EC 2.6.1.85) (4-amino-4-deoxychorismate synthase component 1)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","228","1c7z_v","1C7Z","5","2.738","0.5476","-0.16157","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1","P07953","NONE","Carbohydrate transport and metabolism","NONE","NONE","UniProt_field","mapped","Pfkfb1","P07953","F261_RAT","reviewed","Rattus norvegicus (Rat)","10116","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1 (6PF-2-K/Fru-2,6-P2ase 1) (PFK/FBPase 1) (6PF-2-K/Fru-2,6-P2ase liver isozyme) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","229","1qdd_v","1QDD","5","2.736","0.5472","0.577613","Lithostathine-1-alpha","P05451","NONE","Involved in sugar binding","NONE","NONE","UniProt_field","mapped","REG1A","P05451","REG1A_HUMAN","reviewed","Homo sapiens (Human)","9606","Lithostathine-1-alpha (Islet cells regeneration factor) (ICRF) (Islet of Langerhans regenerating protein) (REG) (Pancreatic stone protein) (PSP) (Pancreatic thread protein) (PTP) (Regenerating islet-derived protein 1-alpha) (REG-1-alpha) (Regenerating protein I alpha)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","230","1u4o_v","1U4O","5","2.727","0.5453","0.286093","L-lactate dehydrogenase","Q27743","NONE","Energy production and conversion","NONE","NONE","UniProt_field","mapped","","Q27743","LDH_PLAFD","reviewed","Plasmodium falciparum (isolate CDC / Honduras)","5836","L-lactate dehydrogenase (EC 1.1.1.27) (LDH-P)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","231","1md9_v","1MD9","5","2.725","0.5451","0.341031","2,3-dihydroxybenzoate-AMP ligase","P40871","NONE","Secondary metabolites biosynthesis, transport and catabolism","NONE","NONE","UniProt_field","mapped","dhbE","P40871","DHBE_BACSU","reviewed","Bacillus subtilis (strain 168)","224308","2,3-dihydroxybenzoate-AMP ligase (EC 6.2.1.71) (Dihydroxybenzoic acid-activating enzyme)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","232","1xlr_v","1XLR","5","2.724","0.5447","0.227292","Chorismate--pyruvate lyase","P26602","NONE","Coenzyme transport and metabolism","NONE","NONE","UniProt_field","mapped","ubiC","P26602","UBIC_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Chorismate pyruvate-lyase (CL) (CPL) (EC 4.1.3.40)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","233","4ts1_v","4TS1","5","2.722","0.5443","0.358213","Tyrosyl-tRNA synthetase","P00952","NONE","Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction: tyrosine is first activated by ATP to form Tyr-AMP and then transferred to the acceptor end of tRNA(Tyr).","NONE","NONE","UniProt_field","mapped","tyrS","P00952","SYY_GEOSE","reviewed","Geobacillus stearothermophilus (Bacillus stearothermophilus)","1422","Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS) (TyrTS)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","234","1jj9_v","1JJ9","5","2.719","0.5439","0.193799","Neutrophil collagenase","MMP8_HUMAN","HYDROLASE","Can degrade fibrillar type I, II, and III collagens.","NONE","NONE","UniProt_field","mapped","MMP8","P22894","MMP8_HUMAN","reviewed","Homo sapiens (Human)","9606","Neutrophil collagenase (EC 3.4.24.34) (Matrix metalloproteinase-8) (MMP-8) (PMNL collagenase) (PMNL-CL)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","235","1mvt_v","1MVT","5","2.717","0.5434","0.598444","Dihydrofolate reductase","DYR_HUMAN","OXIDOREDUCTASE","NONE","NONE","NONE","UniProt_field","mapped","DHFR","P00374","DYR_HUMAN","reviewed","Homo sapiens (Human)","9606","Dihydrofolate reductase (EC 1.5.1.3)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","236","1ox6_v","1OX6","5","2.716","0.5431","-0.334374","Imidazole glycerol phosphate synthase hisHF","P33734","NONE","Amino acid transport and metabolism","NONE","NONE","UniProt_field","mapped","HIS7","P33734","HIS5_YEAST","reviewed","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)","559292","Imidazole glycerol phosphate synthase hisHF (IGP synthase) (IGPS) (ImGP synthase) (EC 4.3.2.10) [Includes: Glutaminase (EC 3.5.1.2); Cyclase]","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","237","1q5k_v","1Q5K","5","2.711","0.5423","0.193428","Glycogen synthase kinase-3 beta","GSK3B_HUMAN","TRANSFERASE","Participates in the Wnt signaling pathway. Implicated in the hormonal control of several regulatory proteins including glycogen synthase, MYB and the transcription factor JUN. Phosphorylates JUN at sites proximal to its DNA-binding domain, thereby reducin","NONE","Alzheimers disease;Non-insulin dependent diabetes;Breast tumor;Chronic lymphocytic leukemia;Central nervous system disease;Inflammation;Prostate tumor;Solid tumor;Pain;Glioma;Cancer;Diffuse large B-cell lymphoma;Non-small-cell lung cancer;Neurodegenerative disease;Carcinoma;Cardiovascular disease;Diabetes mellitus;Osteoporosis;Cerebrovascular ischemia;Ovary tumor","UniProt_field","mapped","GSK3B","P49841","GSK3B_HUMAN","reviewed","Homo sapiens (Human)","9606","Glycogen synthase kinase-3 beta (GSK-3 beta) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3B) (EC 2.7.11.1)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","238","1mvq_v","1MVQ","5","2.711","0.5422","0.371258","Mannose/glucose-specific lectin Cramoll","P83721","NONE","Involved in sugar binding","NONE","NONE","UniProt_field","mapped","","P83721","LEC1_CRAMO","reviewed","Cratylia mollis (Camaratu bean)","252530","Mannose/glucose-specific lectin Cramoll (Iso1) [Cleaved into: Cramoll alpha chain; Cramoll beta chain]","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","239","1y2b_v","1Y2B","5","2.707","0.5413","0.030982","cAMP-specific 3,5-cyclic phosphodiesterase 4D","PDE4D_HUMAN","HYDROLASE","Regulates the levels of cAMP in the cell.","Genetic variations in PDE4D might be associated with susceptibility to stroke type 1 (STRK1) [MIM:606799]. A stroke is an acute neurologic event leading to death of neural tissue of the brain and resulting in loss of motor, sensory and/or cognitive function. PubMed:17006457 states that association with stroke has to be considered with caution.","NONE","UniProt_field","mapped","PDE4D","Q08499","PDE4D_HUMAN","reviewed","Homo sapiens (Human)","9606","3',5'-cyclic-AMP phosphodiesterase 4D (EC 3.1.4.53) (DPDE3) (PDE43) (cAMP-specific phosphodiesterase 4D)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","240","1muq_v","1MUQ","5","2.705","0.541","-0.0113783","Galactose-specific lectin","P21963","NONE","Involved in sugar binding","NONE","NONE","UniProt_field","mapped","","P21963","LECG_CROAT","reviewed","Crotalus atrox (Western diamondback rattlesnake)","8730","C-type lectin Cal (CTL) (Galactose-specific lectin) (Rattlesnake lectin) (RSL)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
